,Text,Classification
975,affiliating,Non-Aligned
976,affiliation,Non-Aligned
977,affiliations,Non-Aligned
978,affine,Non-Aligned
979,affinities,Non-Aligned
980,affinity,Non-Aligned
981,affirm,Non-Aligned
982,affirmation,Non-Aligned
983,affirmations,Non-Aligned
984,affirmative,Non-Aligned
985,affirmatively,Non-Aligned
986,affirmed,Non-Aligned
987,affirming,Non-Aligned
988,affirms,Non-Aligned
989,affix,Non-Aligned
990,affixed,Non-Aligned
991,affixes,Non-Aligned
992,affixing,Non-Aligned
993,afflict,Non-Aligned
994,afflicted,Non-Aligned
995,afflicting,Non-Aligned
996,affliction,Non-Aligned
997,afflictions,Non-Aligned
998,afflicts,Non-Aligned
999,affluence,Non-Aligned
1000,affluent,Non-Aligned
1001,afflux,Non-Aligned
1002,afford,Democratic
1003,affordability,Non-Aligned
1004,affordable,Non-Aligned
1005,afforded,Non-Aligned
1006,affording,Non-Aligned
1007,affords,Non-Aligned
1008,afforestation,Non-Aligned
1009,afforested,Non-Aligned
1010,affray,Non-Aligned
1011,affront,Non-Aligned
1012,affronted,Non-Aligned
1013,affronts,Non-Aligned
1014,afghan,Republican
1015,afghani,Non-Aligned
1016,afghans,Non-Aligned
1017,afield,Non-Aligned
1018,afire,Non-Aligned
1019,aflame,Non-Aligned
1020,afloat,Democratic
1021,afoot,Non-Aligned
1022,aforementioned,Non-Aligned
1023,aforesaid,Non-Aligned
1024,aforethought,Non-Aligned
1025,afraid,Non-Aligned
1026,afresh,Non-Aligned
1027,africa,Non-Aligned
1028,african,Non-Aligned
1029,africans,Non-Aligned
1030,afro,Non-Aligned
1031,afros,Non-Aligned
1032,aft,Non-Aligned
1033,after,Non-Aligned
1034,afterbirth,Non-Aligned
1035,aftercare,Non-Aligned
1036,aftereffect,Non-Aligned
1037,aftereffects,Non-Aligned
1038,afterglow,Non-Aligned
1039,afterlife,Non-Aligned
1040,afterlives,Non-Aligned
1041,aftermath,Non-Aligned
1042,afternoon,Republican
1043,afternoons,Non-Aligned
1044,aftershave,Non-Aligned
1045,aftershocks,Non-Aligned
1046,aftertaste,Non-Aligned
1047,afterthought,Non-Aligned
1048,afterthoughts,Non-Aligned
1049,afterward,Democratic
1050,afterwards,Non-Aligned
1051,aga,Non-Aligned
1052,again,Non-Aligned
1053,against,Non-Aligned
1054,agakhan,Non-Aligned
1055,agape,Non-Aligned
1056,agar,Non-Aligned
1057,agaragar,Non-Aligned
1058,agave,Non-Aligned
1059,agaves,Non-Aligned
1060,age,Non-Aligned
1061,aged,Non-Aligned
1062,ageing,Non-Aligned
1063,ageings,Non-Aligned
1064,ageism,Non-Aligned
1065,ageless,Non-Aligned
1066,agencies,Non-Aligned
1067,agency,Non-Aligned
1068,agenda,Democratic
1069,agendas,Non-Aligned
1070,agendums,Non-Aligned
1071,agent,Republican
1072,agents,Non-Aligned
1073,ageold,Non-Aligned
1074,ages,Non-Aligned
1075,agglomerated,Non-Aligned
1076,agglomerating,Non-Aligned
1077,agglomeration,Non-Aligned
1078,agglomerations,Non-Aligned
1079,agglutinative,Non-Aligned
1080,aggravate,Non-Aligned
1081,aggravated,Non-Aligned
1082,aggravates,Non-Aligned
1083,aggravating,Non-Aligned
1084,aggravation,Non-Aligned
1085,aggravations,Non-Aligned
1086,aggregate,Non-Aligned
1087,aggregated,Non-Aligned
1088,aggregates,Non-Aligned
1089,aggregating,Non-Aligned
1090,aggregation,Non-Aligned
1091,aggregations,Non-Aligned
1092,aggression,Non-Aligned
1093,aggressions,Non-Aligned
1094,aggressive,Non-Aligned
1095,aggressively,Non-Aligned
1096,aggressiveness,Non-Aligned
1097,aggressor,Non-Aligned
1098,aggressors,Non-Aligned
1099,aggrieved,Non-Aligned
1100,aggrievedly,Non-Aligned
1101,aghast,Non-Aligned
1102,agile,Non-Aligned
1103,agiler,Non-Aligned
1104,agility,Non-Aligned
1105,aging,Non-Aligned
1106,agings,Non-Aligned
1107,agio,Non-Aligned
1108,agitate,Non-Aligned
1109,agitated,Non-Aligned
1110,agitatedly,Non-Aligned
1111,agitates,Non-Aligned
1112,agitating,Non-Aligned
1113,agitation,Non-Aligned
1114,agitations,Non-Aligned
1115,agitator,Non-Aligned
1116,agitators,Non-Aligned
1117,agitprop,Non-Aligned
1118,agleam,Non-Aligned
1119,aglow,Non-Aligned
1120,agnostic,Non-Aligned
1121,agnosticism,Non-Aligned
1122,agnostics,Non-Aligned
1123,ago,Democratic
1124,agog,Non-Aligned
1125,agonies,Non-Aligned
1126,agonise,Non-Aligned
1127,agonised,Non-Aligned
1128,agonises,Non-Aligned
1129,agonising,Non-Aligned
1130,agonisingly,Non-Aligned
1131,agonist,Non-Aligned
1132,agonists,Non-Aligned
1133,agony,Non-Aligned
1134,agora,Non-Aligned
1135,agoraphobia,Non-Aligned
1136,agoraphobic,Non-Aligned
1137,agouti,Non-Aligned
1138,agrarian,Non-Aligned
1139,agree,Non-Aligned
1140,agreeable,Non-Aligned
1141,agreeableness,Non-Aligned
1142,agreeably,Non-Aligned
1143,agreed,Non-Aligned
1144,agreeing,Non-Aligned
1145,agreement,Non-Aligned
1146,agreements,Non-Aligned
1147,agrees,Non-Aligned
1148,agribusiness,Non-Aligned
1149,agricultural,Non-Aligned
1150,agriculturalist,Non-Aligned
1151,agriculturalists,Non-Aligned
1152,agriculturally,Non-Aligned
1153,agriculture,Non-Aligned
1154,agrimony,Non-Aligned
1155,agrochemical,Non-Aligned
1156,agrochemicals,Non-Aligned
1157,agronomist,Non-Aligned
1158,agronomists,Non-Aligned
1159,agronomy,Non-Aligned
1160,aground,Non-Aligned
1161,ague,Non-Aligned
1162,ah,Non-Aligned
1163,aha,Non-Aligned
1164,ahead,Non-Aligned
1165,ahem,Non-Aligned
1166,ahoy,Non-Aligned
1167,aid,Non-Aligned
1168,aide,Non-Aligned
1169,aided,Non-Aligned
1170,aidedecamp,Non-Aligned
1171,aider,Non-Aligned
1172,aiders,Non-Aligned
1173,aides,Non-Aligned
1174,aidesdecamp,Non-Aligned
1175,aiding,Non-Aligned
1176,aids,Non-Aligned
1177,ail,Non-Aligned
1178,aileron,Non-Aligned
1179,ailerons,Non-Aligned
1180,ailing,Non-Aligned
1181,ailment,Non-Aligned
1182,ailments,Non-Aligned
1183,ails,Non-Aligned
1184,aim,Non-Aligned
1185,aimed,Non-Aligned
1186,aimer,Non-Aligned
1187,aiming,Non-Aligned
1188,aimless,Non-Aligned
1189,aimlessly,Non-Aligned
1190,aimlessness,Non-Aligned
1191,aims,Non-Aligned
1192,aint,Non-Aligned
1193,air,Non-Aligned
1194,airbase,Non-Aligned
1195,airborne,Non-Aligned
1196,airbrush,Non-Aligned
1197,airbus,Non-Aligned
1198,airconditioned,Non-Aligned
1199,airconditioner,Non-Aligned
1200,airconditioning,Non-Aligned
1201,aircraft,Republican
1202,aircrew,Non-Aligned
1203,aircrews,Non-Aligned
1204,aire,Non-Aligned
1205,aired,Non-Aligned
1206,airfield,Non-Aligned
1207,airfields,Non-Aligned
1208,airflow,Non-Aligned
1209,airforce,Non-Aligned
1210,airframe,Non-Aligned
1211,airframes,Non-Aligned
1212,airgun,Non-Aligned
1213,airier,Non-Aligned
1214,airiest,Non-Aligned
1215,airily,Non-Aligned
1216,airiness,Non-Aligned
1217,airing,Non-Aligned
1218,airings,Non-Aligned
1219,airless,Non-Aligned
1220,airlift,Non-Aligned
1221,airlifted,Non-Aligned
1222,airlifting,Non-Aligned
1223,airlifts,Non-Aligned
1224,airline,Non-Aligned
1225,airliner,Non-Aligned
1226,airliners,Non-Aligned
1227,airlines,Non-Aligned
1228,airlock,Non-Aligned
1229,airlocks,Non-Aligned
1230,airmail,Non-Aligned
1231,airman,Non-Aligned
1232,airmen,Republican
1233,airplane,Non-Aligned
1234,airplay,Non-Aligned
1235,airport,Democratic
1236,airports,Non-Aligned
1237,airraid,Non-Aligned
1238,airs,Non-Aligned
1239,airship,Non-Aligned
1240,airships,Non-Aligned
1241,airsick,Non-Aligned
1242,airsickness,Non-Aligned
1243,airspace,Non-Aligned
1244,airstream,Non-Aligned
1245,airstrip,Non-Aligned
1246,airstrips,Non-Aligned
1247,airtight,Non-Aligned
1248,airtime,Non-Aligned
1249,airwave,Non-Aligned
1250,airwaves,Non-Aligned
1251,airway,Non-Aligned
1252,airways,Non-Aligned
1253,airworthiness,Non-Aligned
1254,airworthy,Non-Aligned
1255,airy,Non-Aligned
1256,aisle,Non-Aligned
1257,aisles,Non-Aligned
1258,aitches,Non-Aligned
1259,ajar,Non-Aligned
1260,akimbo,Non-Aligned
1261,akin,Non-Aligned
1262,ala,Non-Aligned
1263,alabama,Non-Aligned
1264,alabaster,Non-Aligned
1265,alacarte,Non-Aligned
1266,alack,Non-Aligned
1267,alacrity,Non-Aligned
1268,aladdin,Non-Aligned
1269,alanine,Non-Aligned
1270,alarm,Democratic
1271,alarmed,Non-Aligned
1272,alarming,Non-Aligned
1273,alarmingly,Non-Aligned
1274,alarmism,Non-Aligned
1275,alarmist,Republican
1276,alarms,Non-Aligned
1277,alas,Non-Aligned
1278,alaska,Democratic
1279,alaskan,Non-Aligned
1280,alb,Non-Aligned
1281,albania,Non-Aligned
1282,albany,Non-Aligned
1283,albatross,Non-Aligned
1284,albatrosses,Non-Aligned
1285,albeit,Non-Aligned
1286,albinism,Non-Aligned
1287,albino,Non-Aligned
1288,album,Non-Aligned
1289,albumen,Non-Aligned
1290,albumin,Non-Aligned
1291,albums,Non-Aligned
1292,alchemical,Non-Aligned
1293,alchemist,Non-Aligned
1294,alchemists,Non-Aligned
1295,alchemy,Non-Aligned
1296,alcohol,Non-Aligned
1297,alcoholic,Non-Aligned
1298,alcoholics,Non-Aligned
1299,alcoholism,Non-Aligned
1300,alcohols,Non-Aligned
1301,alcove,Non-Aligned
1302,alcoves,Non-Aligned
1303,aldehyde,Non-Aligned
1304,aldehydes,Non-Aligned
1305,alder,Non-Aligned
1306,alderman,Non-Aligned
1307,aldermen,Non-Aligned
1308,aldrin,Non-Aligned
1309,ale,Non-Aligned
1310,alehouse,Non-Aligned
1311,alembic,Non-Aligned
1312,alert,Non-Aligned
1313,alerted,Non-Aligned
1314,alerting,Non-Aligned
1315,alertly,Non-Aligned
1316,alertness,Non-Aligned
1317,alerts,Non-Aligned
1318,ales,Non-Aligned
1319,alfalfa,Non-Aligned
1320,alfatah,Non-Aligned
1321,alga,Non-Aligned
1322,algae,Non-Aligned
1323,algal,Non-Aligned
1324,algebra,Non-Aligned
1325,algebraic,Non-Aligned
1326,algebraical,Non-Aligned
1327,algebraically,Non-Aligned
1328,algebraist,Non-Aligned
1329,algebras,Non-Aligned
1330,algeria,Non-Aligned
1331,algerian,Non-Aligned
1332,algiers,Non-Aligned
1333,algorithm,Non-Aligned
1334,algorithmic,Non-Aligned
1335,algorithmically,Non-Aligned
1336,algorithms,Non-Aligned
1337,alias,Non-Aligned
1338,aliases,Non-Aligned
1339,alibaba,Non-Aligned
1340,alibi,Non-Aligned
1341,alibis,Non-Aligned
1342,alien,Non-Aligned
1343,alienate,Non-Aligned
1344,alienated,Non-Aligned
1345,alienates,Non-Aligned
1346,alienating,Non-Aligned
1347,alienation,Non-Aligned
1348,aliened,Non-Aligned
1349,aliening,Non-Aligned
1350,aliens,Non-Aligned
1351,alight,Non-Aligned
1352,alighted,Non-Aligned
1353,alighting,Non-Aligned
1354,alights,Non-Aligned
1355,align,Non-Aligned
1356,aligned,Non-Aligned
1357,aligning,Non-Aligned
1358,alignment,Non-Aligned
1359,alignments,Non-Aligned
1360,aligns,Non-Aligned
1361,alike,Non-Aligned
1362,alimentary,Non-Aligned
1363,alimony,Non-Aligned
1364,aline,Non-Aligned
1365,alined,Non-Aligned
1366,alines,Non-Aligned
1367,alining,Non-Aligned
1368,aliphatic,Non-Aligned
1369,aliquot,Non-Aligned
1370,aliquots,Non-Aligned
1371,alive,Non-Aligned
1372,alkali,Non-Aligned
1373,alkalic,Non-Aligned
1374,alkaline,Non-Aligned
1375,alkalinity,Non-Aligned
1376,alkalis,Non-Aligned
1377,alkalise,Non-Aligned
1378,alkaloid,Non-Aligned
1379,alkaloids,Non-Aligned
1380,alkanes,Non-Aligned
1381,alkyl,Non-Aligned
1382,all,Non-Aligned
1383,allay,Non-Aligned
1384,allayed,Non-Aligned
1385,allaying,Non-Aligned
1386,allays,Non-Aligned
1387,allegation,Non-Aligned
1388,allegations,Non-Aligned
1389,allege,Non-Aligned
1390,alleged,Non-Aligned
1391,allegedly,Non-Aligned
1392,alleges,Non-Aligned
1393,allegiance,Non-Aligned
1394,allegiances,Non-Aligned
1395,alleging,Non-Aligned
1396,allegorical,Non-Aligned
1397,allegorically,Non-Aligned
1398,allegories,Non-Aligned
1399,allegory,Non-Aligned
1400,allegri,Non-Aligned
1401,allegro,Non-Aligned
1402,allele,Non-Aligned
1403,alleles,Non-Aligned
1404,allelic,Non-Aligned
1405,allergen,Non-Aligned
1406,allergens,Non-Aligned
1407,allergic,Non-Aligned
1408,allergies,Non-Aligned
1409,allergy,Non-Aligned
1410,alleviate,Non-Aligned
1411,alleviated,Non-Aligned
1412,alleviates,Non-Aligned
1413,alleviating,Non-Aligned
1414,alleviation,Non-Aligned
1415,alleviations,Non-Aligned
1416,alley,Republican
1417,alleys,Non-Aligned
1418,alleyway,Non-Aligned
1419,alleyways,Non-Aligned
1420,alliance,Non-Aligned
1421,alliances,Non-Aligned
1422,allied,Non-Aligned
1423,allies,Non-Aligned
1424,alligator,Non-Aligned
1425,alligators,Non-Aligned
1426,alliterate,Non-Aligned
1427,alliterated,Non-Aligned
1428,alliterating,Non-Aligned
1429,alliteration,Non-Aligned
1430,alliterations,Non-Aligned
1431,alliterative,Non-Aligned
1432,allocatable,Non-Aligned
1433,allocate,Non-Aligned
1434,allocated,Non-Aligned
1435,allocates,Non-Aligned
1436,allocating,Non-Aligned
1437,allocation,Non-Aligned
1438,allocations,Non-Aligned
1439,allocator,Non-Aligned
1440,allocators,Non-Aligned
1441,allophones,Non-Aligned
1442,allot,Non-Aligned
1443,allotment,Non-Aligned
1444,allotments,Non-Aligned
1445,allotrope,Non-Aligned
1446,allotropic,Non-Aligned
1447,allots,Non-Aligned
1448,allotted,Non-Aligned
1449,allotting,Non-Aligned
1450,allow,Non-Aligned
1451,allowable,Non-Aligned
1452,allowance,Non-Aligned
1453,allowances,Non-Aligned
1454,allowed,Non-Aligned
1455,allowing,Non-Aligned
1456,allows,Non-Aligned
1457,alloy,Non-Aligned
1458,alloyed,Non-Aligned
1459,alloying,Non-Aligned
1460,alloys,Non-Aligned
1461,allude,Non-Aligned
1462,alluded,Non-Aligned
1463,alludes,Non-Aligned
1464,alluding,Non-Aligned
1465,allure,Non-Aligned
1466,allured,Non-Aligned
1467,allurement,Non-Aligned
1468,allurements,Non-Aligned
1469,allures,Non-Aligned
1470,alluring,Non-Aligned
1471,alluringly,Non-Aligned
1472,allusion,Non-Aligned
1473,allusions,Non-Aligned
1474,allusive,Non-Aligned
1475,alluvia,Non-Aligned
1476,alluvial,Non-Aligned
1477,alluvium,Non-Aligned
1478,ally,Non-Aligned
1479,allying,Non-Aligned
1480,almanac,Non-Aligned
1481,almanacs,Non-Aligned
1482,almighty,Non-Aligned
1483,almond,Non-Aligned
1484,almonds,Non-Aligned
1485,almost,Non-Aligned
1486,alms,Non-Aligned
1487,almshouse,Non-Aligned
1488,almshouses,Non-Aligned
1489,aloe,Non-Aligned
1490,aloes,Non-Aligned
1491,aloft,Non-Aligned
1492,aloha,Non-Aligned
1493,alone,Non-Aligned
1494,aloneness,Non-Aligned
1495,along,Non-Aligned
1496,alongside,Non-Aligned
1497,aloof,Non-Aligned
1498,aloofness,Non-Aligned
1499,aloud,Non-Aligned
1500,alp,Non-Aligned
1501,alpaca,Non-Aligned
1502,alpacas,Non-Aligned
1503,alpha,Non-Aligned
1504,alphabet,Non-Aligned
1505,alphabetic,Non-Aligned
1506,alphabetical,Non-Aligned
1507,alphabetically,Non-Aligned
1508,alphabets,Non-Aligned
1509,alphanumeric,Non-Aligned
1510,alphas,Non-Aligned
1511,alpine,Non-Aligned
1512,alps,Non-Aligned
1513,already,Non-Aligned
1514,alright,Non-Aligned
1515,also,Non-Aligned
1516,alt,Non-Aligned
1517,altar,Non-Aligned
1518,altarpiece,Non-Aligned
1519,altarpieces,Non-Aligned
1520,altars,Non-Aligned
1521,alter,Non-Aligned
1522,alterable,Non-Aligned
1523,alteration,Non-Aligned
1524,alterations,Non-Aligned
1525,altercate,Non-Aligned
1526,altercation,Non-Aligned
1527,altercations,Non-Aligned
1528,altered,Non-Aligned
1529,alterego,Non-Aligned
1530,altering,Non-Aligned
1531,alternate,Non-Aligned
1532,alternated,Non-Aligned
1533,alternately,Non-Aligned
1534,alternates,Non-Aligned
1535,alternating,Non-Aligned
1536,alternation,Non-Aligned
1537,alternations,Non-Aligned
1538,alternative,Non-Aligned
1539,alternatively,Non-Aligned
1540,alternatives,Non-Aligned
1541,alternator,Non-Aligned
1542,alternators,Non-Aligned
1543,alters,Non-Aligned
1544,although,Non-Aligned
1545,altimeter,Non-Aligned
1546,altimeters,Non-Aligned
1547,altitude,Non-Aligned
1548,altitudes,Non-Aligned
1549,alto,Non-Aligned
1550,altogether,Non-Aligned
1551,altruism,Non-Aligned
1552,altruist,Non-Aligned
1553,altruistic,Non-Aligned
1554,altruistically,Non-Aligned
1555,alts,Non-Aligned
1556,alum,Democratic
1557,aluminium,Non-Aligned
1558,aluminum,Non-Aligned
1559,alumni,Non-Aligned
1560,alumnus,Non-Aligned
1561,alveolar,Non-Aligned
1562,alveoli,Non-Aligned
1563,always,Non-Aligned
1564,am,Non-Aligned
1565,amalgam,Non-Aligned
1566,amalgamate,Non-Aligned
1567,amalgamated,Non-Aligned
1568,amalgamates,Non-Aligned
1569,amalgamating,Non-Aligned
1570,amalgamation,Non-Aligned
1571,amalgamations,Non-Aligned
1572,amalgams,Non-Aligned
1573,amanuensis,Non-Aligned
1574,amass,Non-Aligned
1575,amassed,Non-Aligned
1576,amasses,Non-Aligned
1577,amassing,Non-Aligned
1578,amateur,Non-Aligned
1579,amateurish,Non-Aligned
1580,amateurishly,Non-Aligned
1581,amateurishness,Non-Aligned
1582,amateurism,Non-Aligned
1583,amateurs,Non-Aligned
1584,amatory,Non-Aligned
1585,amaze,Non-Aligned
1586,amazed,Non-Aligned
1587,amazement,Non-Aligned
1588,amazes,Non-Aligned
1589,amazing,Non-Aligned
1590,amazingly,Non-Aligned
1591,amazon,Non-Aligned
1592,amazons,Non-Aligned
1593,ambassador,Republican
1594,ambassadorial,Non-Aligned
1595,ambassadors,Non-Aligned
1596,amber,Democratic
1597,ambergris,Non-Aligned
1598,ambiance,Non-Aligned
1599,ambidextrous,Non-Aligned
1600,ambience,Non-Aligned
1601,ambient,Non-Aligned
1602,ambiguities,Non-Aligned
1603,ambiguity,Non-Aligned
1604,ambiguous,Non-Aligned
1605,ambiguously,Non-Aligned
1606,ambit,Non-Aligned
1607,ambition,Non-Aligned
1608,ambitions,Non-Aligned
1609,ambitious,Non-Aligned
1610,ambitiously,Non-Aligned
1611,ambivalence,Non-Aligned
1612,ambivalent,Non-Aligned
1613,ambivalently,Non-Aligned
1614,amble,Non-Aligned
1615,ambled,Non-Aligned
1616,ambler,Non-Aligned
1617,ambles,Non-Aligned
1618,ambling,Non-Aligned
1619,ambrosia,Non-Aligned
1620,ambulance,Non-Aligned
1621,ambulances,Non-Aligned
1622,ambulant,Non-Aligned
1623,ambulate,Non-Aligned
1624,ambulatory,Non-Aligned
1625,ambuscade,Non-Aligned
1626,ambuscades,Non-Aligned
1627,ambush,Non-Aligned
1628,ambushed,Non-Aligned
1629,ambushers,Non-Aligned
1630,ambushes,Non-Aligned
1631,ambushing,Non-Aligned
1632,ameliorate,Non-Aligned
1633,ameliorated,Non-Aligned
1634,ameliorates,Non-Aligned
1635,ameliorating,Non-Aligned
1636,amelioration,Non-Aligned
1637,amen,Democratic
1638,amenability,Non-Aligned
1639,amenable,Non-Aligned
1640,amend,Republican
1641,amendable,Non-Aligned
1642,amended,Non-Aligned
1643,amending,Non-Aligned
1644,amendment,Non-Aligned
1645,amendments,Non-Aligned
1646,amends,Non-Aligned
1647,amenities,Non-Aligned
1648,amenity,Non-Aligned
1649,amenorrhoea,Non-Aligned
1650,amens,Non-Aligned
1651,america,Republican
1652,american,Democratic
1653,americans,Non-Aligned
1654,americium,Non-Aligned
1655,amethyst,Non-Aligned
1656,amethystine,Non-Aligned
1657,amethysts,Non-Aligned
1658,amiability,Non-Aligned
1659,amiable,Non-Aligned
1660,amiableness,Non-Aligned
1661,amiably,Non-Aligned
1662,amicability,Non-Aligned
1663,amicable,Non-Aligned
1664,amicably,Non-Aligned
1665,amid,Republican
1666,amide,Non-Aligned
1667,amidships,Non-Aligned
1668,amidst,Non-Aligned
1669,amigo,Democratic
1670,amine,Non-Aligned
1671,amines,Non-Aligned
1672,amino,Non-Aligned
1673,amir,Non-Aligned
1674,amiss,Non-Aligned
1675,amity,Non-Aligned
1676,amman,Non-Aligned
1677,ammeter,Non-Aligned
1678,ammeters,Non-Aligned
1679,ammo,Non-Aligned
1680,ammonia,Non-Aligned
1681,ammonites,Non-Aligned
1682,ammonium,Non-Aligned
1683,ammunition,Non-Aligned
1684,amnesia,Non-Aligned
1685,amnesiac,Non-Aligned
1686,amnesic,Non-Aligned
1687,amnesties,Non-Aligned
1688,amnesty,Non-Aligned
1689,amniotic,Non-Aligned
1690,amoeba,Non-Aligned
1691,amoebae,Non-Aligned
1692,amoebic,Non-Aligned
1693,amok,Non-Aligned
1694,among,Non-Aligned
1695,amongst,Non-Aligned
1696,amoral,Non-Aligned
1697,amorality,Non-Aligned
1698,amorist,Non-Aligned
1699,amorous,Non-Aligned
1700,amorously,Non-Aligned
1701,amorphous,Non-Aligned
1702,amortisation,Non-Aligned
1703,amortise,Non-Aligned
1704,amortised,Non-Aligned
1705,amount,Non-Aligned
1706,amounted,Non-Aligned
1707,amounting,Non-Aligned
1708,amounts,Non-Aligned
1709,amour,Non-Aligned
1710,amours,Non-Aligned
1711,amp,Non-Aligned
1712,ampere,Non-Aligned
1713,amperes,Non-Aligned
1714,ampersand,Non-Aligned
1715,ampersands,Non-Aligned
1716,amphetamine,Non-Aligned
1717,amphetamines,Non-Aligned
1718,amphibia,Non-Aligned
1719,amphibian,Non-Aligned
1720,amphibians,Non-Aligned
1721,amphibious,Non-Aligned
1722,amphitheatre,Non-Aligned
1723,amphitheatres,Non-Aligned
1724,amphora,Non-Aligned
1725,ample,Non-Aligned
1726,ampler,Non-Aligned
1727,amplification,Non-Aligned
1728,amplifications,Non-Aligned
1729,amplified,Non-Aligned
1730,amplifier,Non-Aligned
1731,amplifiers,Non-Aligned
1732,amplifies,Non-Aligned
1733,amplify,Non-Aligned
1734,amplifying,Non-Aligned
1735,amplitude,Non-Aligned
1736,amplitudes,Non-Aligned
1737,amply,Non-Aligned
1738,ampoules,Non-Aligned
1739,amps,Non-Aligned
1740,ampule,Non-Aligned
1741,ampules,Non-Aligned
1742,ampuls,Non-Aligned
1743,amputate,Non-Aligned
1744,amputated,Non-Aligned
1745,amputating,Non-Aligned
1746,amputation,Non-Aligned
1747,amputations,Non-Aligned
1748,amputee,Non-Aligned
1749,amputees,Non-Aligned
1750,amuck,Non-Aligned
1751,amulet,Non-Aligned
